simulated_time,server_utilization,avg_queue_length,avg_system_length,throughput,mean_wait_A,mean_wait_B,mean_wait_total,mean_sojourn_A,mean_sojourn_B,mean_sojourn_total,p95_wait_total,drop_rate_total,drop_rate_A,drop_rate_B,promoted_fraction_A,completed_A,completed_B,cenario,grupo,rep_id
33082.199264603594,0.7608541986228928,2.375370003283228,3.136224201906121,0.7556934108292138,3.5643832255728025,2.280808724207169,3.142806016344264,4.5679224272871055,3.2943649965943838,4.14963522475041,11.351729032019648,0.0,0.0,0.0,0.5029180562172463,16789,8211,dinamica_buffer_infinito,armazenamento,4
33583.86708704312,0.7448768395024361,2.1663804118850716,2.911257251387553,0.7444050423140569,3.3535142081095235,2.03213309567175,2.910217272508901,4.353949486061815,3.0331601019248295,3.9108510634715405,10.789986818359466,0.0,0.0,0.0,0.48564377294889544,16613,8387,dinamica_buffer_infinito,armazenamento,5
33669.48336414395,0.7432404594666931,2.1378801562932845,2.8811206157599587,0.7425121356814033,3.2752894217787083,2.087214966069716,2.8786626454848214,4.280198553728344,3.080357262029784,3.879643536907687,10.899068654133771,0.0,0.0,0.0,0.47046818727490997,16654,8346,dinamica_buffer_infinito,armazenamento,6
33303.31575407237,0.7477910792687247,2.224350562604115,2.9721416418728155,0.7506760042937457,3.385800743715167,2.126894041277331,2.9621031039426833,4.381164272085349,3.124614857704414,3.9582600011813187,10.977918781161861,0.0013976519447328488,0.0013241047246464039,0.0015426604960246827,0.48677153016332186,16586,8414,dinamica_buffer_20,armazenamento,0
33436.36144777828,0.746609838244667,2.3339164822660594,3.0805263205107036,0.7476890103322278,3.5710451154988094,2.218995330509706,3.1202717171834538,4.562465185390429,3.2318208790726914,4.118828373664107,12.281004649161332,0.0008390267289943665,0.0008989033379277282,0.0007192519779429394,0.4877039347408829,16665,8335,dinamica_buffer_20,armazenamento,1
33564.03783869162,0.736220418306441,2.151569932657723,2.887790350964209,0.7448448282697604,3.3038388084947963,2.062571488905118,2.888560414052856,4.292389738092083,3.050734654002496,3.87698161315906,10.966330760926212,0.0014378145219266715,0.0013205282112845138,0.0016710432084029601,0.475177304964539,16636,8364,dinamica_buffer_20,armazenamento,2
33395.11045480953,0.7588203712376458,2.521372227380102,3.2801925986176985,0.7486125860799339,3.840532789275168,2.4489879622839843,3.3680198278220224,4.847559740006789,3.4754773166615207,4.381655432335669,12.683123853343659,0.0022349044179271263,0.0025974025974025974,0.0015290519877675841,0.513202519379845,16511,8489,dinamica_buffer_20,armazenamento,3
33126.31841217393,0.7598408581649869,2.23939665676034,2.9992375149253414,0.7546869437447806,3.3871772872020345,2.107514868564379,2.966833775927934,4.390108189377744,3.122313483326524,3.973662984334053,10.869159511672478,0.0014376422666826404,0.0015460545876196706,0.0012159533073929961,0.49079864212971236,16788,8212,dinamica_buffer_20,armazenamento,4
33599.54223102985,0.7445293332289487,2.101099210371729,2.84562854360067,0.7440577561474037,3.255904355483166,1.968155519454275,2.82383886601876,4.2640702204967615,2.9538724274728962,3.824472656981385,10.37988212289929,0.0003198976327575176,0.00036105427849320016,0.00023837902264600716,0.47929207801589213,16612,8388,dinamica_buffer_20,armazenamento,5
33683.78743135154,0.7429248369582304,2.1551862967845357,2.898111133742773,0.7421968224609737,3.322847471457529,2.0672770834526504,2.9037380759414937,4.327376661783473,3.061176259089955,3.9047189673643827,10.85425799973018,0.0005197089629807308,0.00054005400540054,0.00047909929332854237,0.48204851104707014,16655,8345,dinamica_buffer_20,armazenamento,6
33809.82071525219,0.7365884202908638,1.7911985249232072,2.527786945214085,0.739430126250923,2.8115739902813126,1.6528923350595466,2.422395995925419,3.8099319052008638,2.644697261766163,3.4185528931640126,8.675301250641496,0.016018576826196472,0.014716354141941609,0.01858345021037868,0.46193688267887256,16603,8397,dinamica_buffer_10,armazenamento,0
33942.836242879195,0.7354693707204026,1.8123758516466066,2.5478452223669934,0.7365324400445382,2.849528343584346,1.685258964630816,2.4605692294635517,3.843837304672442,2.6922825311802883,3.459125885944176,8.876153253953817,0.015281606931862939,0.015376426754982554,0.015092559839641551,0.4625503033215208,16648,8352,dinamica_buffer_10,armazenamento,1
34021.037350641556,0.7263308794194901,1.6860143039815236,2.4123451834010226,0.7348394389722676,2.654291560591037,1.5783895762195206,2.2943808287790817,3.639216061107467,2.5737669602399436,3.2828020278852783,8.470448374016996,0.013689442954079218,0.013752222880853586,0.013564519933946686,0.4338862844091838,16637,8363,dinamica_buffer_10,armazenamento,2
33895.3511848979,0.7476214060921536,1.8968883729732364,2.6445097790653875,0.7375642713841764,2.972227402989532,1.793333572550188,2.5718279024191206,3.982909469105141,2.812711723926744,3.5854635069327667,8.997628073078886,0.01717969886385973,0.01749687555793608,0.01656242761176743,0.47937488642558607,16509,8491,dinamica_buffer_10,armazenamento,3
33507.89343707063,0.7511880822178408,1.7794340692921808,2.530622151509985,0.7460928585961739,2.756250847013758,1.625248508396912,2.384965399292607,3.7661264763929863,2.625844190861585,3.3917946076987224,8.564083645291248,0.013339121512293302,0.012872509257626522,0.014292577468171992,0.45230439442658094,16793,8207,dinamica_buffer_10,armazenamento,4
34011.220278421286,0.7355174136441701,1.7142935091051668,2.4498109227493488,0.7350515446180996,2.7332275839315052,1.5370945527107294,2.332044565260051,3.733366958687704,2.5387080366096004,3.3326783562227162,8.465416359878873,0.012168622338113864,0.011656952539550375,0.013181122749205602,0.45601155373691177,16615,8385,dinamica_buffer_10,armazenamento,5
34125.923295088134,0.7332994940293495,1.747665629495979,2.4809651235253085,0.7325809116964855,2.746610690303882,1.6646550493529317,2.3854106191288125,3.7468369960023993,2.6671416765358957,3.3863915105516718,8.589589143755802,0.014310494362532523,0.014262042845307138,0.014407179971658007,0.4561445638470313,16654,8346,dinamica_buffer_10,armazenamento,6
